Tag,Title,Authors,Month,Year,JournalRef
Nie_2018_CVPR,Deeply Learned Filter Response Functions for Hyperspectral Reconstruction,"Nie, Shijie and Gu, Lin and Zheng, Yinqiang and Lam, Antony and Ono, Nobutaka and Sato, Imari",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 4767-4776"
Wan_2018_CVPR,CRRN: Multi-Scale Guided Concurrent Reflection Removal Network,"Wan, Renjie and Shi, Boxin and Duan, Ling-Yu and Tan, Ah-Hwee and Kot, Alex C.",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 4777-4785"
Zhang_2018_CVPR,Single Image Reflection Separation With Perceptual Losses,"Zhang, Xuaner and Ng, Ren and Chen, Qifeng",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 4786-4794"
Lao_2018_CVPR,A Robust Method for Strong Rolling Shutter Effects Correction Using Lines With Automatic Feature Selection,"Lao, Yizhen and Ait-Aider, Omar",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 4795-4803"
Tanaka_2018_CVPR,Time-Resolved Light Transport Decomposition for Thermal Photometric Stereo,"Tanaka, Kenichiro and Ikeya, Nobuhiro and Takatani, Tsuyoshi and Kubo, Hiroyuki and Funatomi, Takuya and Mukaigawa, Yasuhiro",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 4804-4813"
Meshgi_2018_CVPR,Efficient Diverse Ensemble for Discriminative Co-Tracking,"Meshgi, Kourosh and Oba, Shigeyuki and Ishii, Shin",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 4814-4823"
Bapat_2018_CVPR,Rolling Shutter and Radial Distortion Are Features for High Frame Rate Multi-Camera Tracking,"Bapat, Akash and Price, True and Frahm, Jan-Michael",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 4824-4833"
He_2018_CVPR,A Twofold Siamese Network for Real-Time Object Tracking,"He, Anfeng and Luo, Chong and Tian, Xinmei and Zeng, Wenjun",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 4834-4843"
Wang_2018_CVPR,Multi-Cue Correlation Filters for Robust Visual Tracking,"Wang, Ning and Zhou, Wengang and Tian, Qi and Hong, Richang and Wang, Meng and Li, Houqiang",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 4844-4853"
Wang_2018_CVPR,Learning Attentions: Residual Attentional Siamese Network for High Performance Online Visual Tracking,"Wang, Qiang and Teng, Zhu and Xing, Junliang and Gao, Jin and Hu, Weiming and Maybank, Stephen",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 4854-4863"
Wang_2018_CVPR,SINT++: Robust Visual Tracking via Adversarial Positive Instance Generation,"Wang, Xiao and Li, Chenglong and Luo, Bin and Tang, Jin",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 4864-4873"
Tang_2018_CVPR,High-Speed Tracking With Multi-Kernel Correlation Filters,"Tang, Ming and Yu, Bin and Zhang, Fan and Wang, Jinqiao",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 4874-4883"
Wang_2018_CVPR,Occlusion Aware Unsupervised Learning of Optical Flow,"Wang, Yang and Yang, Yi and Yang, Zhenheng and Zhao, Liang and Wang, Peng and Xu, Wei",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 4884-4893"
Wang_2018_CVPR,Revisiting Video Saliency: A Large-Scale Benchmark and a New Model,"Wang, Wenguan and Shen, Jianbing and Guo, Fang and Cheng, Ming-Ming and Borji, Ali",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 4894-4903"
Li_2018_CVPR,Learning Spatial-Temporal Regularized Correlation Filters for Visual Tracking,"Li, Feng and Tian, Cheng and Zuo, Wangmeng and Zhang, Lei and Yang, Ming-Hsuan",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 4904-4913"
Bouritsas_2018_CVPR,Multimodal Visual Concept Learning With Weakly Supervised Techniques,"Bouritsas, Giorgos and Koutras, Petros and Zlatintsi, Athanasia and Maragos, Petros",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 4914-4923"
Zhang_2018_CVPR,Efficient Large-Scale Approximate Nearest Neighbor Search on OpenCL FPGA,"Zhang, Jialiang and Khoram, Soroosh and Li, Jing",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 4924-4932"
Jain_2018_CVPR,Learning a Complete Image Indexing Pipeline,"Jain, Himalaya and Zepeda, Joaquin and PÃ©rez, Patrick and Gribonval, RÃ©mi",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 4933-4941"
Mascharka_2018_CVPR,Transparency by Design: Closing the Gap Between Performance and Interpretability in Visual Reasoning,"Mascharka, David and Tran, Philip and Soklaski, Ryan and Majumdar, Arjun",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 4942-4950"
Xu_2018_CVPR,Fooling Vision and Language Models Despite Localization and Attention Mechanism,"Xu, Xiaojun and Chen, Xinyun and Liu, Chang and Rohrbach, Anna and Darrell, Trevor and Song, Dawn",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 4951-4961"
Wang_2018_CVPR,Categorizing Concepts With Basic Level for Vision-to-Language,"Wang, Hanzhang and Wang, Hanli and Xu, Kaisheng",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 4962-4970"
Agrawal_2018_CVPR,Don't Just Assume; Look and Answer: Overcoming Priors for Visual Question Answering,"Agrawal, Aishwarya and Batra, Dhruv and Parikh, Devi and Kembhavi, Aniruddha",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 4971-4980"
Ahn_2018_CVPR,Learning Pixel-Level Semantic Affinity With Image-Level Supervision for Weakly Supervised Semantic Segmentation,"Ahn, Jiwoon and Kwak, Suha",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 4981-4990"
Fouhey_2018_CVPR,From Lifestyle Vlogs to Everyday Interactions,"Fouhey, David F. and Kuo, Wei-cheng and Efros, Alexei A. and Malik, Jitendra",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 4991-5000"
Inoue_2018_CVPR,Cross-Domain Weakly-Supervised Object Detection Through Progressive Domain Adaptation,"Inoue, Naoto and Furuta, Ryosuke and Yamasaki, Toshihiko and Aizawa, Kiyoharu",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5001-5009"
Kanezaki_2018_CVPR,RotationNet: Joint Object Categorization and Pose Estimation Using Multiviews From Unsupervised Viewpoints,"Kanezaki, Asako and Matsushita, Yasuyuki and Nishida, Yoshifumi",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5010-5019"
He_2018_CVPR,An End-to-End TextSpotter With Explicit Alignment and Attention,"He, Tong and Tian, Zhi and Huang, Weilin and Shen, Chunhua and Qiao, Yu and Sun, Changming",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5020-5029"
Chavdarova_2018_CVPR,WILDTRACK: A Multi-Camera HD Dataset for Dense Unscripted Pedestrian Detection,"Chavdarova, Tatjana and BaquÃ©, Pierre and Bouquet, StÃ©phane and Maksai, Andrii and Jose, Cijo and Bagautdinov, Timur and Lettry, Louis and Fua, Pascal and Van Gool, Luc and Fleuret, FranÃ§ois",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5030-5039"
Miao_2018_CVPR,Direct Shape Regression Networks for End-to-End Face Alignment,"Miao, Xin and Zhen, Xiantong and Liu, Xianglong and Deng, Cheng and Athitsos, Vassilis and Huang, Heng",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5040-5049"
Sun_2018_CVPR,Natural and Effective Obfuscation by Head Inpainting,"Sun, Qianru and Ma, Liqian and Joon Oh, Seong and Van Gool, Luc and Schiele, Bernt and Fritz, Mario",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5050-5059"
Yoon_2018_CVPR,3D Semantic Trajectory Reconstruction From 3D Pixel Continuum,"Shin Yoon, Jae and Li, Ziwei and Soo Park, Hyun",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5060-5069"
Han_2018_CVPR,Optimizing Filter Size in Convolutional Neural Networks for Facial Action Unit Recognition,"Han, Shizhong and Meng, Zibo and Li, Zhiyuan and O'Reilly, James and Cai, Jie and Wang, Xiaofeng and Tong, Yan",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5070-5078"
Moon_2018_CVPR,V2V-PoseNet: Voxel-to-Voxel Prediction Network for Accurate 3D Hand and Human Pose Estimation From a Single Depth Map,"Moon, Gyeongsik and Yong Chang, Ju and Mu Lee, Kyoung",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5079-5088"
Zheng_2018_CVPR,Ring Loss: Convex Feature Normalization for Face Recognition,"Zheng, Yutong and Pal, Dipan K. and Savvides, Marios",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5089-5097"
Huang_2018_CVPR,Adversarially Occluded Samples for Person Re-Identification,"Huang, Houjing and Li, Dangwei and Zhang, Zhang and Chen, Xiaotang and Huang, Kaiqi",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5098-5107"
Zhang_2018_CVPR,Classifier Learning With Prior Probabilities for Facial Action Unit Recognition,"Zhang, Yong and Dong, Weiming and Hu, Bao-Gang and Ji, Qiang",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5108-5116"
Cheng_2018_CVPR,4DFAB: A Large Scale 4D Database for Facial Expression Analysis and Biometric Applications,"Cheng, Shiyang and Kotsia, Irene and Pantic, Maja and Zafeiriou, Stefanos",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5117-5126"
Zhu_2018_CVPR,Seeing Small Faces From Robust Anchor's Perspective,"Zhu, Chenchen and Tao, Ran and Luu, Khoa and Savvides, Marios",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5127-5136"
Luvizon_2018_CVPR,2D/3D Pose Estimation and Action Recognition Using Multitask Deep Learning,"Luvizon, Diogo C. and Picard, David and Tabia, Hedi",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5137-5146"
Wan_2018_CVPR,Dense 3D Regression for Hand Pose Estimation,"Wan, Chengde and Probst, Thomas and Van Gool, Luc and Yao, Angela",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5147-5156"
Zhong_2018_CVPR,Camera Style Adaptation for Person Re-Identification,"Zhong, Zhun and Zheng, Liang and Zheng, Zhedong and Li, Shaozi and Yang, Yi",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5157-5166"
Andriluka_2018_CVPR,PoseTrack: A Benchmark for Human Pose Estimation and Tracking,"Andriluka, Mykhaylo and Iqbal, Umar and Insafutdinov, Eldar and Pishchulin, Leonid and Milan, Anton and Gall, Juergen and Schiele, Bernt",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5167-5176"
Wu_2018_CVPR,Exploit the Unknown Gradually: One-Shot Video-Based Person Re-Identification by Stepwise Learning,"Wu, Yu and Lin, Yutian and Dong, Xuanyi and Yan, Yan and Ouyang, Wanli and Yang, Yi",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5177-5186"
Cao_2018_CVPR,Pose-Robust Face Recognition via Deep Residual Equivariant Mapping,"Cao, Kaidi and Rong, Yu and Li, Cheng and Tang, Xiaoou and Change Loy, Chen",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5187-5196"
Liu_2018_CVPR,DecideNet: Counting Varying Density Crowds Through Attention Guided Detection and Density Estimation,"Liu, Jiang and Gao, Chenqiang and Meng, Deyu and Hauptmann, Alexander G.",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5197-5206"
Luo_2018_CVPR,LSTM Pose Machines,"Luo, Yue and Ren, Jimmy and Wang, Zhouxia and Sun, Wenxiu and Pan, Jinshan and Liu, Jianbo and Pang, Jiahao and Lin, Liang",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5207-5215"
Liu_2018_CVPR,Disentangling Features in 3D Face Shapes for Joint Face Reconstruction and Recognition,"Liu, Feng and Zhu, Ronghang and Zeng, Dan and Zhao, Qijun and Liu, Xiaoming",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5216-5225"
Li_2018_CVPR,Convolutional Sequence to Sequence Model for Human Dynamics,"Li, Chen and Zhang, Zhen and Sun Lee, Wee and Hee Lee, Gim",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5226-5234"
Narayana_2018_CVPR,Gesture Recognition: Focus on the Hands,"Narayana, Pradyumna and Beveridge, Ross and Draper, Bruce A.",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5235-5244"
Shen_2018_CVPR,Crowd Counting via Adversarial Cross-Scale Consistency Pursuit,"Shen, Zan and Xu, Yi and Ni, Bingbing and Wang, Minsi and Hu, Jianguo and Yang, Xiaokang",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5245-5254"
Yang_2018_CVPR,3D Human Pose Estimation in the Wild by Adversarial Learning,"Yang, Wei and Ouyang, Wanli and Wang, Xiaolong and Ren, Jimmy and Li, Hongsheng and Wang, Xiaogang",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5255-5264"
Wang_2018_CVPR,CosFace: Large Margin Cosine Loss for Deep Face Recognition,"Wang, Hao and Wang, Yitong and Zhou, Zheng and Ji, Xing and Gong, Dihong and Zhou, Jingchao and Li, Zhifeng and Liu, Wei",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5265-5274"
Xu_2018_CVPR,Encoding Crowd Interaction With Deep Neural Network for Pedestrian Trajectory Prediction,"Xu, Yanyu and Piao, Zhixin and Gao, Shenghua",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5275-5284"
Pan_2018_CVPR,Mean-Variance Loss for Deep Age Estimation From a Face,"Pan, Hongyu and Han, Hu and Shan, Shiguang and Chen, Xilin",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5285-5294"
Madsen_2018_CVPR,Probabilistic Joint Face-Skull Modelling for Facial Reconstruction,"Madsen, Dennis and LÃ_thi, Marcel and Schneider, Andreas and Vetter, Thomas",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5295-5303"
Piergiovanni_2018_CVPR,Learning Latent Super-Events to Detect Multiple Activities in Videos,"Piergiovanni, AJ and Ryoo, Michael S.",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5304-5313"
Wang_2018_CVPR,Temporal Hallucinating for Action Recognition With Few Still Images,"Wang, Yali and Zhou, Lei and Qiao, Yu",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5314-5322"
Tang_2018_CVPR,Deep Progressive Reinforcement Learning for Skeleton-Based Action Recognition,"Tang, Yansong and Tian, Yi and Lu, Jiwen and Li, Peiyang and Zhou, Jie",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5323-5332"
Xu_2018_CVPR,Gaze Prediction in Dynamic 360Â° Immersive Videos,"Xu, Yanyu and Dong, Yanbing and Wu, Junru and Sun, Zhengzhong and Shi, Zhiru and Yu, Jingyi and Gao, Shenghua",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5333-5342"
Farha_2018_CVPR,When Will You Do What? - Anticipating Temporal Occurrences of Activities,"Abu Farha, Yazan and Richard, Alexander and Gall, Juergen",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5343-5352"
Ren_2018_CVPR,Fusing Crowd Density Maps and Visual Object Trackers for People Tracking in Crowd Scenes,"Ren, Weihong and Kang, Di and Tang, Yandong and Chan, Antoni B.",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5353-5362"
Si_2018_CVPR,Dual Attention Matching Network for Context-Aware Feature Sequence Based Person Re-Identification,"Si, Jianlou and Zhang, Honggang and Li, Chun-Guang and Kuen, Jason and Kong, Xiangfei and Kot, Alex C. and Wang, Gang",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5363-5372"
Zhou_2018_CVPR,Easy Identification From Better Constraints: Multi-Shot Person Re-Identification From Reference Constraints,"Zhou, Jiahuan and Su, Bing and Wu, Ying",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5373-5381"
Shi_2018_CVPR,Crowd Counting With Deep Negative Correlation Learning,"Shi, Zenglin and Zhang, Le and Liu, Yun and Cao, Xiaofeng and Ye, Yangdong and Cheng, Ming-Ming and Zheng, Guoyan",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5382-5390"
Zanfir_2018_CVPR,Human Appearance Transfer,"Zanfir, Mihai and Popa, Alin-Ionut and Zanfir, Andrei and Sminchisescu, Cristian",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5391-5399"
Li_2018_CVPR,Domain Generalization With Adversarial Feature Learning,"Li, Haoliang and Jialin Pan, Sinno and Wang, Shiqi and Kot, Alex C.",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5400-5409"
Chang_2018_CVPR,Pyramid Stereo Matching Network,"Chang, Jia-Ren and Chen, Yong-Sheng",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5410-5418"
Maqueda_2018_CVPR,Event-Based Vision Meets Deep Learning on Steering Prediction for Self-Driving Cars,"Maqueda, Ana I. and Loquercio, Antonio and Gallego, Guillermo and GarcÃ_a, Narciso and Scaramuzza, Davide",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5419-5427"
Hu_2018_CVPR,Learning Answer Embeddings for Visual Question Answering,"Hu, Hexiang and Chao, Wei-Lun and Sha, Fei",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5428-5436"
Wei_2018_CVPR,Good View Hunting: Learning Photo Composition From Dense View Pairs,"Wei, Zijun and Zhang, Jianming and Shen, Xiaohui and Lin, Zhe and Mech, RadomÃ_r and Hoai, Minh and Samaras, Dimitris",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5437-5446"
Lee_2018_CVPR,CleanNet: Transfer Learning for Scalable Image Classifier Training With Label Noise,"Lee, Kuang-Huei and He, Xiaodong and Zhang, Lei and Yang, Linjun",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5447-5456"
Li_2018_CVPR,Independently Recurrent Neural Network (IndRNN): Building a Longer and Deeper RNN,"Li, Shuai and Li, Wanqing and Cook, Chris and Zhu, Ce and Gao, Yanbo",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5457-5466"
Wang_2018_CVPR,Mix and Match Networks: Encoder-Decoder Alignment for Zero-Pair Image Translation,"Wang, Yaxing and van de Weijer, Joost and Herranz, Luis",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5467-5476"
Dorta_2018_CVPR,Structured Uncertainty Prediction Networks,"Dorta, Garoe and Vicente, Sara and Agapito, Lourdes and Campbell, Neill D. F. and Simpson, Ivor",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5477-5485"
Tokozume_2018_CVPR,Between-Class Learning for Image Classification,"Tokozume, Yuji and Ushiku, Yoshitaka and Harada, Tatsuya",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5486-5494"
Volpi_2018_CVPR,Adversarial Feature Augmentation for Unsupervised Domain Adaptation,"Volpi, Riccardo and Morerio, Pietro and Savarese, Silvio and Murino, Vittorio",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5495-5504"
Yu_2018_CVPR,Generative Image Inpainting With Contextual Attention,"Yu, Jiahui and Lin, Zhe and Yang, Jimei and Shen, Xiaohui and Lu, Xin and Huang, Thomas S.",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5505-5514"
Sharma_2018_CVPR,CSGNet: Neural Shape Parser for Constructive Solid Geometry,"Sharma, Gopal and Goyal, Rishabh and Liu, Difan and Kalogerakis, Evangelos and Maji, Subhransu",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5515-5523"
Lin_2018_CVPR,Conditional Image-to-Image Translation,"Lin, Jianxin and Xia, Yingce and Qin, Tao and Chen, Zhibo and Liu, Tie-Yan",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5524-5532"
LÃª-Huu_2018_CVPR,Continuous Relaxation of MAP Inference: A Nonconvex Perspective,"KhuÃª LÃª-Huu, D. and Paragios, Nikos",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5533-5541"
Xian_2018_CVPR,Feature Generating Networks for Zero-Shot Learning,"Xian, Yongqin and Lorenz, Tobias and Schiele, Bernt and Akata, Zeynep",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5542-5551"
Tanaka_2018_CVPR,Joint Optimization Framework for Learning With Noisy Labels,"Tanaka, Daiki and Ikami, Daiki and Yamasaki, Toshihiko and Aizawa, Kiyoharu",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5552-5560"
Aneja_2018_CVPR,Convolutional Image Captioning,"Aneja, Jyoti and Deshpande, Aditya and Schwing, Alexander G.",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5561-5570"
Cheng_2018_CVPR,AON: Towards Arbitrarily-Oriented Text Recognition,"Cheng, Zhanzhan and Xu, Yangliu and Bai, Fan and Niu, Yi and Pu, Shiliang and Zhou, Shuigeng",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5571-5579"
Mallasto_2018_CVPR,Wrapped Gaussian Process Regression on Riemannian Manifolds,"Mallasto, Anton and Feragen, Aasa",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5580-5588"
Gan_2018_CVPR,Geometry Guided Convolutional Neural Networks for Self-Supervised Video Representation Learning,"Gan, Chuang and Gong, Boqing and Liu, Kun and Su, Hao and Guibas, Leonidas J.",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5589-5597"
Firman_2018_CVPR,DiverseNet: When One Right Answer Is Not Enough,"Firman, Michael and Campbell, Neill D. F. and Agapito, Lourdes and Brostow, Gabriel J.",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5598-5607"
Jamal_2018_CVPR,Deep Face Detector Adaptation Without Negative Transfer or Catastrophic Forgetting,"Abdullah Jamal, Muhammad and Li, Haoxiang and Gong, Boqing",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5608-5618"
Kobayashi_2018_CVPR,Analyzing Filters Toward Efficient ConvNet,"Kobayashi, Takumi",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5619-5628"
Mostajabi_2018_CVPR,Regularizing Deep Networks by Modeling and Predicting Label Structure,"Mostajabi, Mohammadreza and Maire, Michael and Shakhnarovich, Gregory",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5629-5638"
BulÃ__2018_CVPR,In-Place Activated BatchNorm for Memory-Optimized Training of DNNs,"Rota BulÃ_, Samuel and Porzi, Lorenzo and Kontschieder, Peter",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5639-5647"
Kafle_2018_CVPR,DVQA: Understanding Data Visualizations via Question Answering,"Kafle, Kushal and Price, Brian and Cohen, Scott and Kanan, Christopher",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5648-5656"
Ma_2018_CVPR,DA-GAN: Instance-Level Image Translation by Deep Attention Generative Adversarial Networks,"Ma, Shuang and Fu, Jianlong and Wen Chen, Chang and Mei, Tao",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5657-5666"
Mahjourian_2018_CVPR,Unsupervised Learning of Depth and Ego-Motion From Monocular Video Using 3D Geometric Constraints,"Mahjourian, Reza and Wicke, Martin and Angelova, Anelia",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5667-5675"
Liu_2018_CVPR,FOTS: Fast Oriented Text Spotting With a Unified Network,"Liu, Xuebo and Liang, Ding and Yan, Shi and Chen, Dagui and Qiao, Yu and Yan, Junjie",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5676-5685"
Liu_2018_CVPR,Mobile Video Object Detection With Temporally-Aware Feature Maps,"Liu, Mason and Zhu, Menglong",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5686-5695"
Zhao_2018_CVPR,Weakly Supervised Phrase Localization With Multi-Scale Anchored Transformer Network,"Zhao, Fang and Li, Jianshu and Zhao, Jian and Feng, Jiashi",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5696-5705"
RadenoviÄ‡_2018_CVPR,Revisiting Oxford and Paris: Large-Scale Image Retrieval Benchmarking,"RadenoviÄ‡, Filip and Iscen, Ahmet and Tolias, Giorgos and Avrithis, Yannis and Chum, OndÅ™ej",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5706-5715"
Chao_2018_CVPR,Cross-Dataset Adaptation for Visual Question Answering,"Chao, Wei-Lun and Hu, Hexiang and Sha, Fei",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5716-5725"
Joo_2018_CVPR,Globally Optimal Inlier Set Maximization for Atlanta Frame Estimation,"Joo, Kyungdon and Oh, Tae-Hyun and So Kweon, In and Bazin, Jean-Charles",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5726-5734"
You_2018_CVPR,End-to-End Convolutional Semantic Embeddings,"You, Quanzeng and Zhang, Zhengyou and Luo, Jiebo",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5735-5744"
