_id,Tag,Title,Authors,Month,Year,JournalRef,Up_System
7667,arXiv:1801.01726,Semantic-aware Grad-GAN for Virtual-to-Real Urban Scene Adaption,"Peilun Li, Xiaodan Liang, Daoyuan Jia, Eric P. Xing",July,2018,,CM
7668,arXiv:1801.01698,Moving Vehicle Detection Using AdaBoost and Haar-Like Feature in Surveillance Videos,"Mohammad Mahdi Moghimi, Maryam Nayeri, Majid Pourahmadi, Mohammad Kazem Moghimi",January,2018,"International Journal of Imaging and Robotics, vol. 18, no. 1, pp. 94-106 (2018)",CM
7669,arXiv:1801.01695,Cross-Sensor Iris Recognition: LG4000-to-LG2200 Comparison,"Nicolaie Popescu-Bodorin, Lucian Stefanita Grigore, Valentina Emilia Balas, Cristina Madalina Noaica, Ionut Axenie, Justinian Popa, Cristian Munteanu, Victor Stroescu, Ionut Manu, Alexandru Herea, Kartal Horasanli, Iulia Maria Motoc",January,2018,,CM
7670,arXiv:1801.01693,Efficient Image Evidence Analysis of CNN Classification Results,"Keyang Zhou, Bernhard Kainz",January,2018,,CM
7671,arXiv:1801.01687,Accelerated Training for Massive Classification via Dynamic Class Selection,"Xingcheng Zhang, Lei Yang, Junjie Yan, Dahua Lin",January,2018,,CM
7672,arXiv:1801.01671,FOTS: Fast Oriented Text Spotting with a Unified Network,"Xuebo Liu, Ding Liang, Shi Yan, Dagui Chen, Yu Qiao, Junjie Yan",January,2018,,CM
7673,arXiv:1801.01632,VSE-ens: Visual-Semantic Embeddings with Efficient Negative Sampling,"Guibing Guo, Songlin Zhai, Fajie Yuan, Yuan Liu, Xingwei Wang",August,2018,,CM
7674,arXiv:1801.01627,Deep learning for word-level handwritten Indic script identification,"Soumya Ukil, Swarnendu Ghosh, Sk Md Obaidullah, K. C. Santosh, Kaushik Roy, Nibaran Das",January,2018,,CM
7675,arXiv:1801.01615,"Total Capture: A 3D Deformation Model for Tracking Faces, Hands, and Bodies","Hanbyul Joo, Tomas Simon, Yaser Sheikh",January,2018,,CM
7676,arXiv:1801.01596,Combination of Hyperband and Bayesian Optimization for Hyperparameter Optimization in Deep Learning,"Jiazhuo Wang, Jason Xu, Xuejun Wang",January,2018,,CM
7677,arXiv:1801.01582,Object Referring in Videos with Language and Human Gaze,"Arun Balajee Vasudevan, Dengxin Dai, Luc Van Gool",April,2018,,CM
7678,arXiv:1801.01572,LoopSmart: Smart Visual SLAM Through Surface Loop Closure,"Guoxiang Zhang, YangQuan Chen",January,2018,,CM
7679,arXiv:1801.01560,On-the-fly Augmented Reality for Orthopaedic Surgery Using a Multi-Modal Fiducial,"Sebastian Andress, Alex Johnson, Mathias Unberath, Alexander Winkler, Kevin Yu, Javad Fotouhi, Simon Weidert, Greg Osgood, Nassir Navab",January,2018,"J. Med. Imag. 5(2), 2018",CM
7680,arXiv:1801.01557,"Plan in 2D, execute in 3D: An augmented reality solution for cup placement in total hip arthroplasty","Javad Fotouhi, Clayton P. Alexander, Mathias Unberath, Giacomo Taylor, Sing Chun Lee, Bernhard Fuerst, Alex Johnson, Greg Osgood, Russell H. Taylor, Harpal Khanuja, Mehran Armand, Nassir Navab",January,2018,"J. Med. Imag. 5(2), 021205 (2018)",CM
7681,arXiv:1801.01486,Deep Cross Polarimetric Thermal-to-visible Face Recognition,"Seyed Mehdi Iranmanesh, Ali Dabouei, Hadi Kazemi, Nasser M. Nasrabadi",January,2018,,CM
7682,arXiv:1801.01466,A Large Dataset for Improving Patch Matching,"Rahul Mitra, Nehal Doiphode, Utkarsh Gautam, Sanath Narayan, Shuaib Ahmed, Sharat Chandran, Arjun Jain",April,2018,,CM
7683,arXiv:1801.01454,"Translation of ""Zur Ermittlung eines Objektes aus zwei Perspektiven mit innerer Orientierung"" by Erwin Kruppa (1913)","Guillermo Gallego, Elias Mueggler, Peter Sturm",December,2017,,CM
7684,arXiv:1801.01453,Adaptive kNN using Expected Accuracy for Classification of Geo-Spatial Data,"Mark Kibanov, Martin Becker, Juergen Mueller, Martin Atzmueller, Andreas Hotho, Gerd Stumme",December,2017,,CM
7685,arXiv:1801.01452,Low-dose spectral CT reconstruction using L0 image gradient and tensor dictionary,"Weiwen Wu, Yanbo Zhang, Qian Wang, Fenglin Liu, Peijun Chen, Hengyong Yu",July,2018,,CM
7686,arXiv:1801.01451,Reducing Deep Network Complexity with Fourier Transform Methods,Andrew Kiruluta,June,2018,,CM
7687,arXiv:1801.01450,Quantifying Translation-Invariance in Convolutional Neural Networks,Eric Kauderer-Abrams,December,2017,,CM
7688,arXiv:1801.01449,3D Surface-to-Structure Translation using Deep Convolutional Networks,"Takumi Moriya, Kazuyuki Saito, Hiroya Tanaka",December,2017,,CM
7689,arXiv:1801.01446,IMU2Face: Real-time Gesture-driven Facial Reenactment,"Justus Thies, Michael Zollhfer, Matthias Niener",December,2017,,CM
7690,arXiv:1801.01444,Deep Anticipation: Light Weight Intelligent Mobile Sensing in IoT by Recurrent Architecture,"Guang Chen, Shu Liu, Kejia Ren, Zhongnan Qu, Changhong Fu, Gereon Hinz, Alois Knoll",October,2018,,CM
7691,arXiv:1801.01443,A semi-supervised fuzzy GrowCut algorithm to segment and classify regions of interest of mammographic images,"Filipe Rolim Cordeiro, Wellington Pinheiro dos Santos, Abel Guilhermino da Silva Filho",December,2017,"Expert Systems With Applications, 65 (2016), 116-126",CM
7692,arXiv:1801.01442,ObamaNet: Photo-realistic lip-sync from text,"Rithesh Kumar, Jose Sotelo, Kundan Kumar, Alexandre de Brebisson, Yoshua Bengio",December,2017,,CM
7693,arXiv:1801.01430,SmartTennisTV: Automatic indexing of tennis videos,"Anurag Ghosh, C. V. Jawahar",January,2018,,CM
7694,arXiv:1801.01415,What have we learned from deep representations for action recognition?,"Christoph Feichtenhofer, Axel Pinz, Richard P. Wildes, Andrew Zisserman",January,2018,,CM
7695,arXiv:1801.01402,"A fully automated framework for lung tumour detection, segmentation and analysis",Devesh Walawalkar,January,2018,,CM
7696,arXiv:1801.01397,Implementation of Deep Convolutional Neural Network in Multi-class Categorical Image Classification,Pushparaja Murugan,January,2018,,CM
7697,arXiv:1801.01317,Semantic Segmentation via Highly Fused Convolutional Network with Multiple Soft Cost Functions,"Tao Yang, Yan Wu, Junqiao Zhao, Linting Guan",January,2018,,CM
7698,arXiv:1801.01316,Text Extraction and Retrieval from Smartphone Screenshots: Building a Repository for Life in Media,"Agnese Chiatti, Mu Jung Cho, Anupriya Gagneja, Xiao Yang, Miriam Brinberg, Katie Roehrick, Sagnik Ray Choudhury, Nilam Ram, Byron Reeves, C. Lee Giles",January,2018,,CM
7699,arXiv:1801.01315,PixelLink: Detecting Scene Text via Instance Segmentation,"Dan Deng, Haifeng Liu, Xuelong Li, Deng Cai",January,2018,,CM
7700,arXiv:1801.01281,Object segmentation in depth maps with one user click and a synthetically trained fully convolutional network,"Matthieu Grard, Romain Brgier, Florian Sella, Emmanuel Dellandra, Liming Chen",September,2018,,CM
7701,arXiv:1801.01262,ICFVR 2017: 3rd International Competition on Finger Vein Recognition,"Yi Zhang, Houjun Huang, Haifeng Zhang, Liao Ni, Wei Xu, Nasir Uddin Ahmed, Md. Shakil Ahmed, Yilun Jin, Yingjie Chen, Jingxuan Wen, Wenxin Li",January,2018,,CM
7702,arXiv:1801.01260,Cross-domain Human Parsing via Adversarial Feature and Label Adaptation,"Si Liu, Yao Sun, Defa Zhu, Guanghui Ren, Yu Chen, Jiashi Feng, Jizhong Han",January,2018,,CM
7703,arXiv:1801.01258,Deep Learning Reconstruction for 9-View Dual Energy CT Baggage Scanner,"Yoseob Han, Jingu Kang, Jong Chul Ye",January,2018,,CM
7704,arXiv:1801.01235,Depth Not Needed - An Evaluation of RGB-D Feature Encodings for Off-Road Scene Understanding by Convolutional Neural Network,"Christopher J. Holder, Toby P. Breckon, Xiong Wei",January,2018,,CM
7705,arXiv:1801.01198,Fingerprint Distortion Rectification using Deep Convolutional Neural Networks,"Ali Dabouei, Hadi Kazemi, Seyed Mehdi Iranmanesh, Jeremi Dawson, Nasser M. Nasrabadi",January,2018,,CM
7706,arXiv:1801.01089,3D Face Reconstruction with Region Based Best Fit Blending Using Mobile Phone for Virtual Reality Based Social Media,"Gholamreza Anbarjafari, Rain Eric Haamer, Iiris Lusi, Toomas Tikk, Lembit Valgma",December,2017,,CM
7707,arXiv:1801.01080,Cooperative Training of Deep Aggregation Networks for RGB-D Action Recognition,"Pichao Wang, Wanqing Li, Jun Wan, Philip Ogunbona, Xinwang Liu",December,2017,,CM
7708,arXiv:1801.01075,LIME: Live Intrinsic Material Estimation,"Abhimitra Meka, Maxim Maximov, Michael Zollhoefer, Avishek Chatterjee, Hans-Peter Seidel, Christian Richardt, Christian Theobalt",May,2018,,CM
7709,arXiv:1801.01054,Computational complexity lower bounds of certain discrete Radon transform approximations,Timur M. Khanipov,January,2018,,CM
7710,arXiv:1801.01051,Spot the Difference by Object Detection,"Junhui Wu, Yun Ye, Yu Chen, Zhi Weng",January,2018,,CM
7711,arXiv:1801.00968,Joint convolutional neural pyramid for depth map super-resolution,"Yi Xiao, Xiang Cao, Xianyi Zhu, Renzhi Yang, Yan Zheng",January,2018,,CM
7712,arXiv:1801.00939,Topological Tracking of Connected Components in Image Sequences,"Rocio Gonzalez-Diaz, Maria-Jose Jimenez, Belen Medrano",January,2018,,CM
7713,arXiv:1801.00926,Joint Optic Disc and Cup Segmentation Based on Multi-label Deep Network and Polar Transformation,"Huazhu Fu, Jun Cheng, Yanwu Xu, Damon Wing Kee Wong, Jiang Liu, Xiaochun Cao",January,2018,,CM
7714,arXiv:1801.00908,Instance Embedding Transfer to Unsupervised Video Object Segmentation,"Siyang Li, Bryan Seybold, Alexey Vorobyov, Alireza Fathi, Qin Huang, C. -C. Jay Kuo",February,2018,,CM
7715,arXiv:1801.00905,Neural Networks in Adversarial Setting and Ill-Conditioned Weight Space,"Mayank Singh, Abhishek Sinha, Balaji Krishnamurthy",January,2018,,CM
7716,arXiv:1801.00904,ScreenerNet: Learning Self-Paced Curriculum for Deep Neural Networks,"Tae-Hoon Kim, Jonghyun Choi",June,2018,,CM
7717,arXiv:1801.00890,Recovery of Noisy Points on Band-limited Surfaces: Kernel Methods Re-explained,"Sunrita Poddar, Mathews Jacob",March,2018,,CM
7718,arXiv:1801.00886,Recovery of Point Clouds on Surfaces: Application to Image Reconstruction,"Sunrita Poddar, Mathews Jacob",January,2018,,CM
7719,arXiv:1801.00881,Deep Spatial Feature Reconstruction for Partial Person Re-identification: Alignment-Free Approach,"Lingxiao He, Jian Liang, Haiqing Li, Zhenan Sun",September,2018,,CM
7720,arXiv:1801.00879,A Novel Feature Descriptor for Image Retrieval by Combining Modified Color Histogram and Diagonally Symmetric Co-occurrence Texture Pattern,"Ayan Kumar Bhunia, Avirup Bhattacharyya, Prithaj Banerjee, Partha Pratim Roy, Subrahmanyam Murala",January,2018,,CM
7721,arXiv:1801.00858,Utilizing Semantic Visual Landmarks for Precise Vehicle Navigation,"Varun Murali, Han-Pang Chiu, Supun Samarasekera, Rakesh, Kumar",January,2018,,CM
7722,arXiv:1801.00857,Optimal Bayesian Transfer Learning,"Alireza Karbalayghareh, Xiaoning Qian, Edward R. Dougherty",May,2018,"IEEE Transactions On Signal Processing, Vol. 66, No. 14, July 15, 2018",CM
7723,arXiv:1801.00824,A Novel Approach to Skew-Detection and Correction of English Alphabets for OCR,"Chinmay Chinara, Nishant Nath, Subhajeet Mishra, Sangram Keshari Sahoo, Farida Ashraf Ali",January,2018,"IEEE SCOReD, 2012, Page 241-244",CM
7724,arXiv:1801.00820,Stratified Transfer Learning for Cross-domain Activity Recognition,"Jindong Wang, Yiqiang Chen, Lisha Hu, Xiaohui Peng, Philip S. Yu",December,2017,,CM
7725,arXiv:1801.00708,Restricted Deformable Convolution based Road Scene Semantic Segmentation Using Surround View Cameras,"Liuyuan Deng, Ming Yang, Hao Li, Tianyi Li, Bing Hu, Chunxiang Wang",January,2018,,CM
7726,arXiv:1801.00693,Denoising Adversarial Autoencoders: Classifying Skin Lesions Using Limited Labelled Training Data,"Antonia Creswell, Alison Pouplin, Anil A Bharath",January,2018,,CM
7727,arXiv:1801.00688,Learning audio and image representations with bio-inspired trainable feature extractors,Nicola Strisciuglio,January,2018,,CM
7728,arXiv:1801.00635,Image denoising through bivariate shrinkage function in framelet domain,Hamid Reza Shahdoosti,January,2018,,CM
7729,arXiv:1801.00634,"High Dimensional Spaces, Deep Learning and Adversarial Examples",Simant Dube,April,2018,,CM
7730,arXiv:1801.00605,Scene-Adapted Plug-and-Play Algorithm with Guaranteed Convergence: Applications to Data Fusion in Imaging,"Afonso M. Teodoro, Jos M. Bioucas-Dias, Mrio A. T. Figueiredo",January,2018,,CM
7731,arXiv:1801.00602,Accurate reconstruction of image stimuli from human fMRI based on the decoding model with capsule network architecture,"Kai Qiao, Chi Zhang, Linyuan Wang, Bin Yan, Jian Chen, Lei Zeng, Li Tong",January,2018,,CM
7732,arXiv:1801.00553,Threat of Adversarial Attacks on Deep Learning in Computer Vision: A Survey,"Naveed Akhtar, Ajmal Mian",February,2018,,CM
7733,arXiv:1801.00543,Unsupervised Object-Level Video Summarization with Online Motion Auto-Encoder,"Yujia Zhang, Xiaodan Liang, Dingwen Zhang, Min Tan, Eric P. Xing",August,2018,,CM
7734,arXiv:1801.00524,Learning Deep Structured Multi-Scale Features using Attention-Gated CRFs for Contour Prediction,"Dan Xu, Wanli Ouyang, Xavier Alameda-Pineda, Elisa Ricci, Xiaogang Wang, Nicu Sebe",January,2018,,CM
7735,arXiv:1801.00508,Depth-Adaptive Computational Policies for Efficient Visual Tracking,"Chris Ying, Katerina Fragkiadaki",January,2018,,CM
7736,arXiv:1801.00476,Aggregated Channels Network for Real-Time Pedestrian Detection,"Farzin Ghorban, Javier Marn, Yu Su, Alessandro Colombo, Anton Kummert",January,2018,,CM
7737,arXiv:1801.00470,Script Identification in Natural Scene Image and Video Frame using Attention based Convolutional-LSTM Network,"Ankan Kumar Bhunia, Aishik Konwer, Ayan Kumar Bhunia, Abir Bhowmick, Partha P. Roy, Umapada Pal",August,2018,,CM
7738,arXiv:1801.00455,Automated image segmentation for detecting cell spreading for metastasizing assessments of cancer development,"Sholpan Kauanova, Ivan Vorobjev, Alex Pappachen James",January,2018,"2017 International Conference on Advances in Computing, Communications and Informatics (ICACCI), Udupi, 2017, pp. 2382-2387",CM
7739,arXiv:1801.00454,Quality assessment metrics for edge detection and edge-aware filtering: A tutorial review,"Diana Sadykova, Alex Pappachen James",January,2018,"2017 International Conference on Advances in Computing, Communications and Informatics (ICACCI), Udupi, 2017, pp. 2366-2369",CM
7740,arXiv:1801.00451,Facial emotion recognition using min-max similarity classifier,"Olga Krestinskaya, Alex Pappachen James",January,2018,"2017 International Conference on Advances in Computing, Communications and Informatics (ICACCI), Udupi, 2017, pp. 752-758",CM
7741,arXiv:1801.00415,Semantic Segmentation of Human Thigh Quadriceps Muscle in Magnetic Resonance Images,"Ezak Ahmad, Manu Goyal, Jamie S. McPhee, Hans Degens, Moi Hoon Yap",August,2018,,CM
7742,arXiv:1801.00289,Deep Stacked Networks with Residual Polishing for Image Inpainting,"Ugur Demir, Gozde Unal",December,2017,,CM
7743,arXiv:1801.00269,Interactive Video Object Segmentation in the Wild,"Arnaud Benard, Michael Gygli",December,2017,,CM
7744,arXiv:1801.00256,Context aware saliency map generation using semantic segmentation,"Mahdi Ahmadi, Mohsen Hajabdollahi, Nader Karimi, Shadrokh Samavi",January,2018,,CM
7745,arXiv:1801.00224,Transfer learning for diagnosis of congenital abnormalities of the kidney and urinary tract in children based on Ultrasound imaging data,"Qiang Zheng, Gregory Tasian, Yong Fan",December,2017,,CM
7746,arXiv:1801.00223,Integrating semi-supervised label propagation and random forests for multi-atlas based hippocampus segmentation,"Qiang Zheng, Yong Fan",December,2017,,CM
7747,arXiv:1801.00192,A Unified Method for First and Third Person Action Recognition,"Ali Javidani, Ahmad Mahmoudi-Aznaveh",April,2018,,CM
7748,arXiv:1801.00187,Fractional Local Neighborhood Intensity Pattern for Image Retrieval using Genetic Algorithm,"Shuvozit Ghose, Abhirup Das, Ayan Kumar Bhunia, Partha Pratim Roy",November,2018,,CM
7749,arXiv:1801.00182,A Real-time and Registration-free Framework for Dynamic Shape Instantiation,"Xiao-Yun Zhou, Guang-Zhong Yang, Su-Lin Lee",December,2017,Medical Image Analysis 44 (2017): 86-97,CM
7750,arXiv:1801.00098,A PDE-based log-agnostic illumination correction algorithm,U. A. Nnolim,January,2018,,CM
7751,arXiv:1801.00096,Towards automated patient data cleaning using deep learning: A feasibility study on the standardization of organ labeling,"Timothy Rozario, Troy Long, Mingli Chen, Weiguo Lu, Steve Jiang",December,2017,,CM
7752,arXiv:1801.00077,Face Synthesis from Visual Attributes via Sketch using Conditional VAEs and GANs,"Xing Di, Vishal M. Patel",December,2017,,CM
7753,arXiv:1801.00055,Deformable GANs for Pose-based Human Image Generation,"Aliaksandr Siarohin, Enver Sangineto, Stephane Lathuiliere, Nicu Sebe",April,2018,,CM
7754,arXiv:1801.00054,Deep Reinforcement Learning for Unsupervised Video Summarization with Diversity-Representativeness Reward,"Kaiyang Zhou, Yu Qiao, Tao Xiang",February,2018,,CM
7755,arXiv:1712.10248,Deep Learning Interior Tomography for Region-of-Interest Reconstruction,"Yoseob Han, Jawook Gu, Jong Chul Ye",January,2018,,CM
7756,arXiv:1712.10215,ScanComplete: Large-Scale Scene Completion and Semantic Segmentation for 3D Scans,"Angela Dai, Daniel Ritchie, Martin Bokeloh, Scott Reed, Jrgen Sturm, Matthias Niener",March,2018,,CM
7757,arXiv:1712.10211,Learning Deep Similarity Models with Focus Ranking for Fabric Image Retrieval,"Daiguo Deng, Ruomei Wang, Hefeng Wu, Huayong He, Qi Li, Xiaonan Luo",December,2017,,CM
7758,arXiv:1712.10207,Dense Fully Convolutional Network for Skin Lesion Segmentation,"Ebrahim Nasr-Esfahani, Shima Rafiei, Mohammad H. Jafari, Nader Karimi, James S. Wrobel, S. M. Reza Soroushmehr, Shadrokh Samavi, Kayvan Najarian",June,2018,,CM
7759,arXiv:1712.10164,Polyp detection inside the capsule endoscopy: an approach for power consumption reduction,"Mohammad Amin Khorsandi, Nader Karimi, Shadrokh Samavi",December,2017,,CM
7760,arXiv:1712.10152,Exploring the significance of using perceptually relevant image decolorization method for scene classification,"V. Sowmya, D. Govind, K. P. Soman",December,2017,"Sowmya Viswanathan, Govind Divakaran, Kutti Padanyl Soman, Significance of perceptually relevant image decolorization for scene classification, J. Electron. Imaging 26(6), 063019 (2017)",CM
7761,arXiv:1712.10151,Significance of Softmax-based Features in Comparison to Distance Metric Learning-based Features,"Shota Horiguchi, Daiki Ikami, Kiyoharu Aizawa",December,2017,,CM
7762,arXiv:1712.10136,Learning Deep and Compact Models for Gesture Recognition,"Koustav Mullick, Anoop M. Namboodiri",December,2017,,CM
7763,arXiv:1712.10042,Discriminative and Geometry Aware Unsupervised Domain Adaptation,"Lingkun Luo, Liming Chen, Shiqiang Hu, Ying Lu, Xiaofang Wang",December,2017,,CM
7764,arXiv:1712.09913,Visualizing the Loss Landscape of Neural Nets,"Hao Li, Zheng Xu, Gavin Taylor, Christoph Studer, Tom Goldstein",November,2018,,CM
7765,arXiv:1712.09888,Improved Inception-Residual Convolutional Neural Network for Object Recognition,"Md Zahangir Alom, Mahmudul Hasan, Chris Yakopcic, Tarek M. Taha, Vijayan K. Asari",December,2017,,CM
7766,arXiv:1712.09872,Handwritten Bangla Character Recognition Using The State-of-Art Deep Convolutional Neural Networks,"Md Zahangir Alom, Peheding Sidike, Mahmudul Hasan, Tark M. Taha, Vijayan K. Asari",February,2018,,CM
7767,arXiv:1712.09867,Future Frame Prediction for Anomaly Detection -- A New Baseline,"Wen Liu, Weixin Luo, Dongze Lian, Shenghua Gao",March,2018,,CM
7768,arXiv:1712.09809,A Multi-Scale and Multi-Depth Convolutional Neural Network for Remote Sensing Imagery Pan-Sharpening,"Qiangqiang Yuan, Yancong Wei, Xiangchao Meng, Huanfeng Shen, Liangpei Zhang",December,2017,,CM
7769,arXiv:1712.09792,Siamese LSTM based Fiber Structural Similarity Network (FS2Net) for Rotation Invariant Brain Tractography Segmentation,"Shreyas Malakarjun Patil, Aditya Nigam, Arnav Bhavsar, Chiranjoy Chattopadhyay",December,2017,,CM
7770,arXiv:1712.09789,Efficient Parallel Connected Components Labeling with a Coarse-to-fine Strategy,"Jun Chen, Keisuke Nonaka, Ryosuke Watanabe, Hiroshi Sankoh, Houari Sabirin, Sei Naito",January,2018,,CM
7771,arXiv:1712.09775,Sky detection and log illumination refinement for PDE-based hazy image contrast enhancement,Uche A. Nnolim,March,2018,,CM
7772,arXiv:1712.09713,Extrapolating Expected Accuracies for Large Multi-Class Problems,"Charles Zheng, Rakesh Achanta, Yuval Benjamini",December,2017,,CM
7773,arXiv:1712.09709,Report: Dynamic Eye Movement Matching and Visualization Tool in Neuro Gesture,"Qiangeng Xu, John Kender",January,2018,,CM
7774,arXiv:1712.09708,Learning More Universal Representations for Transfer-Learning,"Youssef Tamaazousti, Herv Le Borgne, Cline Hudelot, Mohamed El Amine Seddik, Mohamed Tamaazousti",September,2018,,CM
7775,arXiv:1712.09684,Geometry Processing of Conventionally Produced Mouse Brain Slice Images,"Nitin Agarwal, Xiangmin Xu, Gopi Meenakshisundaram",December,2017,,CM
7776,arXiv:1712.09665,Adversarial Patch,"Tom B. Brown, Dandelion Man, Aurko Roy, Martn Abadi, Justin Gilmer",May,2018,,CM
7777,arXiv:1712.09558,Memory-Efficient Deep Salient Object Segmentation Networks on Gridized Superpixels,"Caglar Aytekin, Xingyang Ni, Francesco Cricri, Lixin Fan, Emre Aksu",May,2018,,CM
7778,arXiv:1712.09532,Consensus-based Sequence Training for Video Captioning,"Sang Phan, Gustav Eje Henter, Yusuke Miyao, Shin'ichi Satoh",December,2017,,CM
7779,arXiv:1712.09531,"Multi-Target, Multi-Camera Tracking by Hierarchical Clustering: Recent Progress on DukeMTMC Project","Zhimeng Zhang, Jianan Wu, Xuan Zhang, Chi Zhang",December,2017,,CM
7780,arXiv:1712.09491,Exploring the Space of Black-box Attacks on Deep Neural Networks,"Arjun Nitin Bhagoji, Warren He, Bo Li, Dawn Song",December,2017,,CM
7781,arXiv:1712.09458,Multi-modal Geolocation Estimation Using Deep Neural Networks,"Jesse M. Johns, Jeremiah Rounds, Michael J. Henry",December,2017,,CM
7782,arXiv:1712.09448,Taking Visual Motion Prediction To New Heightfields,"Sebastien Ehrhardt, Aron Monszpart, Niloy Mitra, Andrea Vedaldi",December,2017,,CM
7783,arXiv:1712.09401,Robust Minutiae Extractor: Integrating Deep Networks and Fingerprint Domain Knowledge,"Dinh-Luan Nguyen, Kai Cao, Anil K. Jain",December,2017,,CM
7784,arXiv:1712.09392,RaspiReader: Open Source Fingerprint Reader,"Joshua J. Engelsma, Kai Cao, Anil K. Jain",December,2017,,CM
7785,arXiv:1712.09382,Audio to Body Dynamics,"Eli Shlizerman, Lucio M. Dery, Hayden Schoen, Ira Kemelmacher-Shlizerman",December,2017,,CM
7786,arXiv:1712.09300,Zero-Shot Learning via Latent Space Encoding,"Yunlong Yu, Zhong Ji, Jichang Guo, Zhongfei, Zhang",April,2018,,CM
7787,arXiv:1712.09299,A model for interpreting social interactions in local image regions,"Guy Ben-Yosef, Alon Yachin, Shimon Ullman",December,2017,,CM
7788,arXiv:1712.09216,Large-Scale 3D Scene Classification With Multi-View Volumetric CNN,"Dror Aiger, Brett Allen, Aleksey Golovinskiy",December,2017,,CM
7789,arXiv:1712.09213,Aircraft Fuselage Defect Detection using Deep Neural Networks,"Touba Malekzadeh, Milad Abdollahzadeh, Hossein Nejati, Ngai-Man Cheung",December,2017,,CM
7790,arXiv:1712.09196,The Robust Manifold Defense: Adversarial Training using Generative Models,"Andrew Ilyas, Ajil Jalal, Eirini Asteri, Constantinos Daskalakis, Alexandros G. Dimakis",December,2017,,CM
7791,arXiv:1712.09184,Detect-and-Track: Efficient Pose Estimation in Videos,"Rohit Girdhar, Georgia Gkioxari, Lorenzo Torresani, Manohar Paluri, Du Tran",May,2018,,CM
7792,arXiv:1712.09161,Segmenting Sky Pixels in Images,"Cecilia La Place, Aisha Urooj Khan, Ali Borji",January,2018,,CM
7793,arXiv:1712.09153,Deep Meta Learning for Real-Time Visual Tracking based on Target-Specific Feature Space,"Janghoon Choi, Junseok Kwon, Kyoung Mu Lee",December,2017,,CM
7794,arXiv:1712.09093,Brain Tumor Segmentation Based on Refined Fully Convolutional Neural Networks with A Hierarchical Dice Loss,"Jiachi Zhang, Xiaolei Shen, Tianqi Zhuo, Hong Zhou",February,2018,,CM
7795,arXiv:1712.09078,Deep Blind Image Inpainting,"Yang Liu, Jinshan Pan, Zhixun Su",December,2017,,CM
7796,arXiv:1712.09048,Automatic Image Cropping for Visual Aesthetic Enhancement Using Deep Neural Networks and Cascaded Regression,"Guanjun Guo, Hanzi Wang, Chunhua Shen, Yan Yan, Hong-Yuan Mark Liao",January,2018,,CM
7797,arXiv:1712.09025,Domain Adaptation Meets Disentangled Representation Learning and Style Transfer,"Hoang Tran Vu, Ching-Chun Huang",July,2018,,CM
7798,arXiv:1712.09004,RIDI: Robust IMU Double Integration,"Hang Yan, Qi Shan, Yasutaka Furukawa",December,2017,,CM
7799,arXiv:1712.08900,PuRe: Robust pupil detection for real-time pervasive eye tracking,"Thiago Santini, Wolfgang Fuhl, Enkelejda Kasneci",December,2017,,CM
7800,arXiv:1712.08877,Blind Image Deblurring via Reweighted Graph Total Variation,"Yuanchao Bai, Gene Cheung, Xianming Liu, Wen Gao",December,2017,,CM
7801,arXiv:1712.08868,Use of Generative Adversarial Network for Cross-Domain Change Detection,"Yamaguchi Kousuke, Tanaka Kanji, Sugimoto Takuma",December,2017,,CM
7802,arXiv:1712.08838,Texture Synthesis with Recurrent Variational Auto-Encoder,"Rohan Chandra, Sachin Grover, Kyungjun Lee, Moustafa Meshry, Ahmed Taha",December,2017,,CM
7803,arXiv:1712.08832,Large-Scale Object Discovery and Detector Adaptation from Unlabeled Video,"Aljoa Oep, Paul Voigtlaender, Jonathon Luiten, Stefan Breuers, Bastian Leibe",December,2017,,CM
7804,arXiv:1712.08776,Texture Object Segmentation Based on Affine Invariant Texture Detection,"Jianwei Zhang, Xu Chen, Xuezhong Xiao",December,2017,,CM
7805,arXiv:1712.08745,Scene-Specific Pedestrian Detection Based on Parallel Vision,"Wenwen Zhang, Kunfeng Wang, Hua Qu, Jihong Zhao, Fei-Yue Wang",December,2017,,CM
7806,arXiv:1712.08730,Combining Weakly and Webly Supervised Learning for Classifying Food Images,"Parneet Kaur, Karan Sikka, Ajay Divakaran",December,2017,,CM
7807,arXiv:1712.08726,Denoising of 3D magnetic resonance images with multi-channel residual learning of convolutional neural network,"Dongsheng Jiang, Weiqiang Dou, Luc Vosters, Xiayu Xu, Yue Sun, Tao Tan",January,2018,,CM
7808,arXiv:1712.08714,Towards Structured Analysis of Broadcast Badminton Videos,"Anurag Ghosh, Suriya Singh, C. V. Jawahar",December,2017,,CM
7809,arXiv:1712.08697,Interpretable Counting for Visual Question Answering,"Alexander Trott, Caiming Xiong, Richard Socher",March,2018,,CM
7810,arXiv:1712.08690,Aerial Spectral Super-Resolution using Conditional Adversarial Networks,"Aneesh Rangnekar, Nilay Mokashi, Emmett Ientilucci, Christopher Kanan, Matthew Hoffman",December,2017,,CM
7811,arXiv:1712.08675,Boundary-sensitive Network for Portrait Segmentation,"Xianzhi Du, Xiaolong Wang, Dawei Li, Jingwen Zhu, Serafettin Tasci, Cameron Upright, Stephen Walsh, Larry Davis",April,2018,,CM
7812,arXiv:1712.08604,Automated Surgical Skill Assessment in RMIS Training,"Aneeq Zia, Irfan Essa",December,2017,,CM
